operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url,lat,lon
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",180000.0,USD,2729232.0,180000.0,120.0,110.0,1500.0,1636.363636,,4.0,,http://villa-crespo.properati.com.ar/12egq_venta_departamentos_villa-crespo_justo-juan-b-av-_4018_balcon_lavadero_luminoso_dependencias_estudio-lca,-34.6047834183,-58.4586812499
sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.5846508988,-58.4546932614",129000.0,USD,1955949.6,129000.0,76.0,70.0,1697.368421,1842.857143,,,,http://chacarita.properati.com.ar/10qlv_venta_departamentos_chacarita_balcon_lavadero_toilette_placard_losa-radiante_barrera-y-asociados,-34.5846508988,-58.4546932614
sell,apartment,|Argentina|Capital Federal|Villa Luro|,"-34.6389789,-58.500115",87000.0,USD,1319128.8,87000.0,48.0,42.0,1812.5,2071.428571,,,,http://villa-luro.properati.com.ar/12m82_venta_departamentos_villa-luro_balcon_parrilla_patio_garage_aire-acondicionado_inmobiliaria-calot,-34.6389789,-58.500115
sell,apartment,|Argentina|Capital Federal|Once|,"-34.6050060697,-58.4001162302",60000.0,USD,909744.0,60000.0,28.0,28.0,2142.857143,2142.857143,,1.0,,http://once.properati.com.ar/zz0q_venta_departamentos_once_luminoso_placard_ferrari-propiedades_cv8,-34.6050060697,-58.4001162302
sell,apartment,|Argentina|Capital Federal|San Nicolás|,"-34.603898,-58.378617",69000.0,USD,1046205.6,69000.0,,22.0,,3136.363636,23.0,2.0,,http://san-nicolas.properati.com.ar/rnju_venta_departamentos_constitucion,-34.603898,-58.378617
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.615847,-58.459957",118000.0,USD,1789163.2,118000.0,,54.0,,2185.185185,,2.0,,http://caballito.properati.com.ar/11wqh_venta_departamentos_caballito_balcon_jardin_garage_placard_losa-radiante_re-max-vanguard,-34.615847,-58.459957
sell,apartment,|Argentina|Capital Federal|Centro / Microcentro|,"-34.5985342536,-58.3727964943",78000.0,USD,1182667.2,78000.0,,28.0,,2785.714286,3.0,2.0,,http://centro-microcentro.properati.com.ar/118o8_venta_departamentos_capital-federal_reconquista_800_luminoso_re-max-total-iii,-34.5985342536,-58.3727964943
sell,apartment,|Argentina|Capital Federal|Constitución|,"-34.6252219,-58.3823825",57000.0,USD,864256.8,57000.0,42.0,42.0,1357.142857,1357.142857,5.0,2.0,364.0,http://constitucion.properati.com.ar/k2f0_venta_departamentos_constitucion_lima_1400,-34.6252219,-58.3823825
sell,apartment,|Argentina|Capital Federal|Once|,"-34.6106102,-58.4125107",90000.0,USD,1364616.0,90000.0,57.0,50.0,1578.947368,1800.0,,3.0,450.0,http://once.properati.com.ar/suwa_venta_departamentos_once_rivadavia-av-_3200,-34.6106102,-58.4125107
sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.6038236,-58.4272911",138000.0,USD,2092411.2,138000.0,74.0,74.0,1864.864865,1864.864865,1.0,3.0,300.0,http://almagro.properati.com.ar/11w6t_venta_departamentos_almagro_lavadero_luminoso_aire-acondicionado_bertolotti,-34.6038236,-58.4272911
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.586103,-58.423963",114000.0,USD,1728513.6,114000.0,,32.0,,3562.5,,2.0,,http://palermo.properati.com.ar/11vtx_venta_departamentos_palermo_baulera_luminoso_placard_aire-acondicionado_re-max-premium,-34.586103,-58.423963
sell,apartment,|Argentina|Capital Federal|Flores|,"-34.6265182557,-58.4724630529",82000.0,USD,1243316.8,82000.0,50.0,50.0,1640.0,1640.0,,2.0,,http://flores.properati.com.ar/12w4k_venta_departamentos_flores_balcon_lavadero_placard_subte-linea-a_hanin-propiedades,-34.6265182557,-58.4724630529
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5620844,-58.4566864",166000.0,USD,2516958.4,166000.0,58.0,52.0,2862.068966,3192.307692,,2.0,,http://belgrano.properati.com.ar/12tu6_venta_departamentos_belgrano_suite_parrilla_patio_piscina_toilette_amenities_placard_subte-linea-d_zuker-propiedades_dke,-34.5620844,-58.4566864
sell,apartment,|Argentina|Capital Federal|Liniers|,"-34.648143,-58.524277",136500.0,USD,2069667.6,136500.0,,71.0,,1922.535211,,3.0,,http://liniers.properati.com.ar/11xwz_venta_departamentos_liniers_balcon_terraza_vestidor_luminoso_re-max-urbana,-34.648143,-58.524277
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.596715,-58.444045",75000.0,USD,1137180.0,75000.0,40.0,36.0,1875.0,2083.333333,,2.0,,http://villa-crespo.properati.com.ar/10auc_venta_departamentos_villa-crespo_luminoso_migliorisi-propiedades_cy0,-34.596715,-58.444045
sell,apartment,|Argentina|Capital Federal|Villa Luro|,"-34.63897705,-58.50011444",80000.0,USD,1212992.0,80000.0,,,,,,,,http://villa-luro.properati.com.ar/zijc_venta_departamentos_villa-luro_garage_pueyrredon-brokers,-34.63897705,-58.50011444
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.599722,-58.430668",68000.0,USD,1031043.2,68000.0,,37.0,,1837.837838,,2.0,,http://villa-crespo.properati.com.ar/yzjo_venta_departamentos_villa-crespo_balcon_lavadero_parrilla_sum_luminoso_lujoso_garage_amenities_aire-acondicionado_estrenar_re-max-vanguard,-34.599722,-58.430668
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6173479,-58.4494037",69000.0,USD,1046205.6,69000.0,29.0,2.0,2379.310345,34500.0,4.0,1.0,,http://caballito.properati.com.ar/x553_venta_departamentos_caballito,-34.6173479,-58.4494037
sell,apartment,|Argentina|Capital Federal|San Cristobal|,"-34.616182,-58.3926968",80000.0,USD,1212992.0,80000.0,55.0,55.0,1454.545455,1454.545455,,3.0,,http://san-cristobal.properati.com.ar/11de1_venta_departamentos_san-cristobal_luminoso_migliorisi-propiedades_cy1,-34.616182,-58.3926968
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.603468,-58.4394585",61900.0,USD,938552.56,61900.0,,,,,,,,http://villa-crespo.properati.com.ar/y281_venta_departamentos_villa-crespo_balcon_garage_aire-acondicionado_estrenar_iglesias-propiedades,-34.603468,-58.4394585
sell,apartment,|Argentina|Capital Federal|Colegiales|,"-34.578362,-58.449633",103500.0,USD,1569308.4,103500.0,,,,,8.0,1.0,,http://colegiales.properati.com.ar/11mz2_venta_departamentos_colegiales_gimnasio_lavadero_piscina_sum_terraza_lujoso_electrogeno_garage_amenities_estrenar_belgrano,-34.578362,-58.449633
sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.6034659,-58.4159718",125000.0,USD,1895300.0,125000.0,74.0,74.0,1689.189189,1689.189189,,4.0,,http://almagro.properati.com.ar/10b76_venta_departamentos_almagro_luminoso_migliorisi-propiedades_cy2,-34.6034659,-58.4159718
sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5959816,-58.40976334",310000.0,USD,4700344.0,310000.0,,,,,,,,http://recoleta.properati.com.ar/zixq_venta_departamentos_recoleta_lavadero_parrilla_patio_sum_terraza_garage_estrenar_grupo-zeta-inmobiliaria,-34.5959816,-58.40976334
sell,apartment,|Argentina|Capital Federal|Congreso|,"-34.6136992,-58.3897597",120000.0,USD,1819488.0,120000.0,74.0,60.0,1621.621622,2000.0,12.0,2.0,850.0,http://congreso.properati.com.ar/y2s7_venta_departamentos_congreso_balcon_lavadero_terraza_luminoso_placard_buyma-propiedades,-34.6136992,-58.3897597
sell,apartment,|Argentina|Capital Federal|Saavedra|,"-34.5475074,-58.4842066",145000.0,USD,2198548.0,145000.0,68.0,52.0,2132.352941,2788.461538,,2.0,,http://saavedra.properati.com.ar/102lz_venta_departamentos_saavedra_balcon_baulera_jardin_parrilla_piscina_terraza_toilette_vestidor_garage_placard_aire-acondicionado_desarrollista-com,-34.5475074,-58.4842066
sell,apartment,|Argentina|Capital Federal|Balvanera|,"-34.6087015,-58.4039197",95000.0,USD,1440428.0,95000.0,57.0,57.0,1666.666667,1666.666667,,2.0,1230.0,http://balvanera.properati.com.ar/1049g_venta_departamentos_balvanera_lavadero_patio_placard_goldstein-propiedades-srl_9yp,-34.6087015,-58.4039197
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.5975665,-58.4410115",155000.0,USD,2350172.0,155000.0,190.0,55.0,815.7894737,2818.181818,,2.0,,http://villa-crespo.properati.com.ar/10b1o_venta_departamentos_villa-crespo_balcon_terraza_toilette_vestidor_migliorisi-propiedades_cy0,-34.5975665,-58.4410115
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5670929999,-58.4470949374",300000.0,USD,4548720.0,300000.0,95.0,90.0,3157.894737,3333.333333,,,,http://belgrano.properati.com.ar/10k1c_venta_departamentos_belgrano_balcon_baulera_lavadero_luminoso_garage_roberto-siconolfi-propiedes,-34.5670929999,-58.4470949374
sell,apartment,|Argentina|Capital Federal|Parque Avellaneda|,"-34.645401,-58.4931185",95000.0,USD,1440428.0,95000.0,44.0,44.0,2159.090909,2159.090909,,2.0,,http://parque-avellaneda.properati.com.ar/oda7_venta_departamentos_parque-avellaneda_bruix-av-_4800,-34.645401,-58.4931185
sell,apartment,|Argentina|Capital Federal|Nuñez|,"-34.554806,-58.4787521",176000.0,USD,2668582.4,176000.0,79.0,,2227.848101,,,,,http://nunez.properati.com.ar/rerr_venta_departamentos_nunez,-34.554806,-58.4787521
sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.6198687,-58.4242176",82000.0,USD,1243316.8,82000.0,35.0,33.0,2342.857143,2484.848485,1.0,1.0,1194.0,http://almagro.properati.com.ar/t2g1_venta_departamentos_almagro_treinta-y-tres-orientales_500,-34.6198687,-58.4242176
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.618545,-58.443838",129000.0,USD,1955949.6,129000.0,,72.0,,1791.666667,4.0,3.0,,http://caballito.properati.com.ar/10u9l_venta_departamentos_caballito_baulera_lavadero_toilette_luminoso_dependencias_placard_caballito,-34.618545,-58.443838
sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5933599,-58.4124669",280000.0,USD,4245472.0,280000.0,104.0,98.0,2692.307692,2857.142857,6.0,,3350.0,http://recoleta.properati.com.ar/11vqo_venta_departamentos_recoleta_balcon_baulera_lavadero_toilette_luminoso_dependencias_garage_losa-radiante_lepore-propiedades,-34.5933599,-58.4124669
sell,apartment,|Argentina|Capital Federal|San Telmo|,"-34.620556,-58.371667",1902884.0,ARS,1897602.56,125151.86,66.0,45.0,1896.240303,42286.31111,,1.0,,http://san-telmo.properati.com.ar/118di_venta_departamentos_san-telmo_balcon_gimnasio_garage_aire-acondicionado_nucifora-propiedades_crr,-34.620556,-58.371667
sell,apartment,|Argentina|Capital Federal|Nuñez|,"-34.552129,-58.46838",1568270.0,ARS,1563917.25,103144.44,,45.0,,34850.44444,,2.0,,http://nunez.properati.com.ar/sy08_venta_departamentos_palermo,-34.552129,-58.46838
sell,apartment,|Argentina|Capital Federal|Nuñez|,"-34.5520334,-58.4722579",119945.0,USD,1818654.06,119945.0,47.0,,2552.021277,,,,,http://nunez.properati.com.ar/ljcr_venta_departamentos_nunez,-34.5520334,-58.4722579
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5620844,-58.4566864",118885.0,USD,1802581.92,118885.0,40.0,35.0,2972.125,3396.714286,,1.0,,http://belgrano.properati.com.ar/11lpi_venta_departamentos_belgrano_suite_gimnasio_hidromasaje_garage_amenities_nucifora-propiedades_crr,-34.5620844,-58.4566864
sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5892291,-58.3909376",190000.0,USD,2880856.0,190000.0,60.0,55.0,3166.666667,3454.545455,,,,http://recoleta.properati.com.ar/ea6x_venta_departamento_recoleta,-34.5892291,-58.3909376
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6206701,-58.4280921",157000.0,USD,2380496.8,157000.0,78.0,74.0,2012.820513,2121.621622,,3.0,1700.0,http://caballito.properati.com.ar/10hoh_venta_departamentos_caballito_balcon_lavadero_toilette_luminoso_grupo-mega-junin,-34.6206701,-58.4280921
sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.617869,-58.422687",119000.0,USD,1804325.6,119000.0,56.0,50.0,2125.0,2380.0,,,,http://almagro.properati.com.ar/10oz7_venta_departamentos_almagro_balcon_lavadero_luminoso_amoblado_amenities_vaira-propiedades,-34.617869,-58.422687
sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5972390007,-58.3975515537",290000.0,USD,4397096.0,290000.0,90.0,82.0,3222.222222,3536.585366,2.0,3.0,3600.0,http://recoleta.properati.com.ar/12ve2_venta_departamentos_recoleta_junin_1000_balcon_baulera_suite_lavadero_toilette_lujoso_placard_aire-acondicionado_subte-linea-d_subte-linea-h_efege-propiedades,-34.5972390007,-58.3975515537
sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.6044029,-58.418703",149000.0,USD,2259197.6,149000.0,76.0,76.0,1960.526316,1960.526316,10.0,4.0,1100.0,http://almagro.properati.com.ar/wxfo_venta_departamentos_almagro,-34.6044029,-58.418703
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5628985,-58.4652556",199000.0,USD,3017317.6,199000.0,66.0,63.0,3015.151515,3158.730159,,3.0,2500.0,http://belgrano.properati.com.ar/yt5p_venta_departamentos_belgrano_parrilla_piscina_sum_terraza_toilette_luminoso_garage_amenities_estrenar_meet-invest-re,-34.5628985,-58.4652556
sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5986461,-58.39644",283700.0,USD,4301572.88,283700.0,113.0,109.0,2510.619469,2602.752294,,1.0,2100.0,http://barrio-norte.properati.com.ar/10anq_venta_departamentos_barrio-norte_luminoso_lujoso_garage_estrenar_max-plen-soaje-pinto_cxu,-34.5986461,-58.39644
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5947193,-58.4399432",194000.0,USD,2941505.6,194000.0,125.0,,1552.0,,,3.0,,http://palermo.properati.com.ar/uo0o_venta_departamentos_palermo,-34.5947193,-58.4399432
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6037137392,-58.3815808896",85000.0,USD,1288804.0,85000.0,0.0,0.0,,,,3.0,600.0,http://caballito.properati.com.ar/r5ti_venta_departamentos_caballito,-34.6037137392,-58.3815808896
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6171601,-58.4566753",74400.0,USD,1128082.56,74400.0,35.0,31.0,2125.714286,2400.0,,1.0,,http://caballito.properati.com.ar/10ruk_venta_departamentos_caballito_balcon_lavadero_parrilla_sum_terraza_grupo-g-asociados_cgu,-34.6171601,-58.4566753
sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.624943,-58.416152",130000.0,USD,1971112.0,130000.0,,70.0,,1857.142857,,3.0,,http://almagro.properati.com.ar/103bn_venta_departamentos_almagro_balcon_lavadero_luminoso_dependencias_re-max-total-v,-34.624943,-58.416152
sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5995053,-58.4019575",140000.0,USD,2122736.0,140000.0,83.0,83.0,1686.746988,1686.746988,1.0,3.0,1200.0,http://barrio-norte.properati.com.ar/wk10_venta_departamentos_barrio-norte,-34.5995053,-58.4019575
sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.61098,-58.417856",179869.0,USD,2727245.72,179869.0,77.0,71.0,2335.961039,2533.366197,,3.0,,http://almagro.properati.com.ar/11c3o_venta_departamentos_almagro_balcon_gimnasio_parrilla_piscina_luminoso_vista_lujoso_garage_amenities_center-propiedades,-34.61098,-58.417856
sell,apartment,|Argentina|Capital Federal|Saavedra|,"-34.5546524,-58.4936437",100537.0,USD,1524382.2,100537.0,52.0,30.0,1933.403846,3351.233333,,1.0,,http://saavedra.properati.com.ar/12izs_venta_departamentos_saavedra_baulera_luminoso_garage_le-bleu,-34.5546524,-58.4936437
sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5899535,-58.4147517",328000.0,USD,4973267.2,328000.0,140.0,140.0,2342.857143,2342.857143,3.0,5.0,5900.0,http://barrio-norte.properati.com.ar/1085s_venta_departamentos_palermo_buyma-propiedades,-34.5899535,-58.4147517
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.554535,-58.455713",89000.0,USD,1349453.6,89000.0,0.0,33.0,,2696.969697,,1.0,,http://belgrano.properati.com.ar/xdz0_venta_departamentos_belgrano,-34.554535,-58.455713
sell,apartment,|Argentina|Capital Federal|Flores|,"-34.6266557,-58.4562243",80000.0,USD,1212992.0,80000.0,40.0,40.0,2000.0,2000.0,7.0,2.0,1500.0,http://flores.properati.com.ar/12vhe_venta_departamentos_flores_luminoso_subte-linea-a_the-union-propiedades_8tu,-34.6266557,-58.4562243
sell,apartment,|Argentina|Capital Federal|Parque Centenario|,"-34.6076122891,-58.4401524326",619000.0,ARS,617281.92,40711.36,37.0,34.0,1100.307027,18205.88235,,,,http://parque-centenario.properati.com.ar/ebjd_venta_departamento_parque-centenario,-34.6076122891,-58.4401524326
sell,apartment,|Argentina|Capital Federal|Abasto|,"-34.603367,-58.4095145",84000.0,USD,1273641.6,84000.0,41.0,38.0,2048.780488,2210.526316,,1.0,1000.0,http://abasto.properati.com.ar/xz6e_venta_departamentos_abasto_luminoso_garage_amoblado_aire-acondicionado_goldstein-propiedades-srl_9yp,-34.603367,-58.4095145
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.5987952,-58.431148",110000.0,USD,1667864.0,110000.0,56.0,44.0,1964.285714,2500.0,,2.0,1000.0,http://villa-crespo.properati.com.ar/rqid_venta_departamentos_villa-crespo_lavalleja_800,-34.5987952,-58.431148
sell,apartment,|Argentina|Capital Federal|Saavedra|,"-34.546801,-58.478304",115000.0,USD,1743676.0,115000.0,,67.0,,1716.41791,1.0,2.0,,http://saavedra.properati.com.ar/10oqa_venta_departamentos_saavedra_balcon_patio_sum_terraza_luminoso_lujoso_amenities_placard_estrenar_re-max-vanguard,-34.546801,-58.478304
sell,apartment,|Argentina|Capital Federal|Liniers|,"-34.642769,-58.5140454",128000.0,USD,1940787.2,128000.0,,,,,,2.0,1250.0,http://liniers.properati.com.ar/12etw_venta_departamentos_liniers_balcon_lavadero_patio_garage_placard_estrenar_fj-lujan-propiedades,-34.642769,-58.5140454
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5607997,-58.4661541",137500.0,USD,2084830.0,137500.0,55.0,46.0,2500.0,2989.130435,8.0,,1200.0,http://belgrano.properati.com.ar/sfq7_venta_departamentos_belgrano_roosevelt-franklin-d-_3000,-34.5607997,-58.4661541
sell,apartment,|Argentina|Capital Federal|Centro / Microcentro|,"-34.5990818,-58.3791226",88000.0,USD,1334291.2,88000.0,33.0,33.0,2666.666667,2666.666667,7.0,2.0,1940.0,http://centro-microcentro.properati.com.ar/zvva_venta_departamentos_centro-microcentro_balcon_baulera_luminoso_kitchinete_amoblado_placard_aire-acondicionado_buyma-propiedades,-34.5990818,-58.3791226
sell,apartment,|Argentina|Capital Federal|Once|,"-34.6085660579,-58.39925557",115000.0,USD,1743676.0,115000.0,67.0,65.0,1716.41791,1769.230769,,3.0,,http://once.properati.com.ar/ymp6_venta_departamentos_once_pasteur_100_lavadero_garage_blejman-propiedades_bsl,-34.6085660579,-58.39925557
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.574014,-58.43901",385000.0,USD,5837524.0,385000.0,,110.0,,3500.0,,4.0,,http://belgrano.properati.com.ar/12hkb_venta_departamentos_belgrano_balcon_baulera_suite_lavadero_parrilla_piscina_sum_toilette_vestidor_lujoso_garage_losa-radiante_subte-linea-d_re-max-ayres,-34.574014,-58.43901
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5630708666,-58.4431577725",250000.0,USD,3790600.0,250000.0,135.0,123.0,1851.851852,2032.520325,,,,http://belgrano.properati.com.ar/10s9u_venta_departamentos_belgrano_balcon_toilette_luminoso_impecable_doble-circulacion_roberto-siconolfi-propiedes,-34.5630708666,-58.4431577725
sell,apartment,|Argentina|Capital Federal|,,83000.0,USD,1258479.2,83000.0,43.0,40.0,1930.232558,2075.0,,,,http://capital-federal.properati.com.ar/11c20_venta_departamentos_san-nicolas_osvaldo-arruti-propiedades,,
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5851376,-58.4211828",133000.0,USD,2016599.2,133000.0,55.0,,2418.181818,,3.0,,1330.0,http://palermo.properati.com.ar/tzsj_venta_departamentos_palermo_charcas_4100,-34.5851376,-58.4211828
sell,apartment,|Argentina|Capital Federal|Once|,"-34.6055653,-58.4042304",107000.0,USD,1622376.8,107000.0,64.0,64.0,1671.875,1671.875,,4.0,1740.0,http://once.properati.com.ar/wfwv_venta_departamentos_once,-34.6055653,-58.4042304
sell,apartment,|Argentina|Capital Federal|Paternal|,"-34.6050835,-58.4608111",129500.0,USD,1963530.8,129500.0,75.0,46.0,1726.666667,2815.217391,1.0,3.0,300.0,http://paternal.properati.com.ar/103zp_venta_departamentos_paternal_lavadero_parrilla_terraza_luminoso_placard_eduardo-bertolotti-propiedades,-34.6050835,-58.4608111
sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.586177,-58.395407",160000.0,USD,2425984.0,160000.0,,48.0,,3333.333333,2.0,2.0,,http://recoleta.properati.com.ar/11mi9_venta_departamentos_recoleta_luminoso_re-max-avenida,-34.586177,-58.395407
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6205859,-58.4397399",65000.0,USD,985556.0,65000.0,28.0,,2321.428571,,10.0,1.0,600.0,http://caballito.properati.com.ar/ywiu_venta_departamentos_caballito_impecable_mr-inmuebles_akd,-34.6205859,-58.4397399
sell,apartment,|Argentina|Capital Federal|Barracas|,"-34.6302651,-58.3705411",52500.0,USD,796026.0,52500.0,26.0,26.0,2019.230769,2019.230769,,1.0,1000.0,http://barracas.properati.com.ar/107ug_venta_departamentos_barracas_impecable_mks-propiedades_6m3,-34.6302651,-58.3705411
sell,apartment,|Argentina|Capital Federal|,,97000.0,USD,1470752.8,97000.0,,43.0,,2255.813953,,2.0,,http://capital-federal.properati.com.ar/sb6v_venta_departamentos_boedo,,
sell,apartment,|Argentina|Capital Federal|Nuñez|,"-34.5493135,-58.4646149",84000.0,USD,1273641.6,84000.0,40.0,35.0,2100.0,2400.0,,2.0,1500.0,http://nunez.properati.com.ar/zvhj_venta_departamentos_nunez_lavadero_patio_garage_ruiz-propiedades_cd6,-34.5493135,-58.4646149
sell,apartment,|Argentina|Capital Federal|San Cristobal|,"-34.6200825,-58.3895203",85000.0,USD,1288804.0,85000.0,42.0,38.0,2023.809524,2236.842105,,1.0,1600.0,http://san-cristobal.properati.com.ar/12vww_venta_departamentos_san-cristobal_subte-linea-e_marenco-propiedades,-34.6200825,-58.3895203
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.556844,-58.457941",90000.0,USD,1364616.0,90000.0,,35.0,,2571.428571,,2.0,,http://belgrano.properati.com.ar/z4j6_venta_departamentos_nunez_balcon_hidromasaje_parrilla_piscina_luminoso_garage_amenities_placard_re-max-central,-34.556844,-58.457941
sell,apartment,|Argentina|Capital Federal|Saavedra|,"-34.5413289,-58.473409",27279.0,USD,413615.1,27279.0,37.0,31.0,737.2702703,879.9677419,4.0,1.0,,http://saavedra.properati.com.ar/10417_venta_departamentos_saavedra_terraza_garage_aire-acondicionado_eduardo-bertolotti-propiedades,-34.5413289,-58.473409
sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.582627,-58.451825",230000.0,USD,3487352.0,230000.0,,63.0,,3650.793651,20.0,3.0,,http://chacarita.properati.com.ar/11xsz_venta_departamentos_chacarita_gimnasio_lavadero_parrilla_piscina_sum_luminoso_garage_amenities_belgrano,-34.582627,-58.451825
sell,apartment,|Argentina|Capital Federal|Mataderos|,"-34.663879,-58.51298",64900.0,USD,984039.76,64900.0,,38.0,,1707.894737,6.0,2.0,,http://mataderos.properati.com.ar/11v8g_venta_departamentos_mataderos_balcon_jardin_lavadero_luminoso_garage_placard_re-max-central,-34.663879,-58.51298
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5832049,-58.4444227",90000.0,USD,1364616.0,90000.0,35.0,35.0,2571.428571,2571.428571,,,,http://palermo.properati.com.ar/gk9c_venta_departamento_palermo,-34.5832049,-58.4444227
sell,apartment,|Argentina|Capital Federal|Distrito de las Artes|,"-34.6276174,-58.3606601",2085993.0,ARS,2083986.21,137444.35,78.0,,1762.107051,,,3.0,,http://distrito-de-las-artes.properati.com.ar/xr19_venta_departamentos_boca_luminoso,-34.6276174,-58.3606601
sell,apartment,|Argentina|Capital Federal|Boedo|,"-34.626786,-58.425336",0.0,ARS,0.0,0.0,,,,,,1.0,,http://boedo.properati.com.ar/uyoi_venta_departamentos_boedo,-34.626786,-58.425336
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.553811,-58.453759",101000.0,USD,1531402.4,101000.0,,30.0,,3366.666667,,1.0,,http://belgrano.properati.com.ar/v5z9_venta_departamentos_belgrano,-34.553811,-58.453759
sell,apartment,|Argentina|Capital Federal|Villa Lugano|,"-34.6603056,-58.5235778",142200.0,USD,2156093.28,142200.0,79.0,65.0,1800.0,2187.692308,,,,http://villa-lugano.properati.com.ar/miqj_venta_departamentos_saenz-pena,-34.6603056,-58.5235778
sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.616845,-58.428002",140000.0,USD,2122736.0,140000.0,,85.0,,1647.058824,,3.0,,http://almagro.properati.com.ar/10qpq_venta_departamentos_boedo_lavadero_patio_toilette_garage_doble-circulacion_re-max-liberty-ii,-34.616845,-58.428002
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.570611,-58.447624",114000.0,USD,1728513.6,114000.0,,44.0,,2590.909091,,3.0,,http://belgrano.properati.com.ar/12hla_venta_departamentos_belgrano_luminoso_garage_subte-linea-d_belgrano-norte,-34.570611,-58.447624
sell,apartment,|Argentina|Capital Federal|Flores|,"-34.6315375,-58.4541557",122000.0,USD,1849812.8,122000.0,75.0,61.0,1626.666667,2000.0,,,,http://flores.properati.com.ar/11nsm_venta_departamentos_flores_balcon_lavadero_torres-propiedades,-34.6315375,-58.4541557
sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.6220775573,-58.4040959459",1520000.0,ARS,1515781.18,99969.74,46.0,42.0,2173.255217,36190.47619,,,,http://almagro.properati.com.ar/t066_venta_departamentos_almagro,-34.6220775573,-58.4040959459
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.56123,-58.465719",80000.0,USD,1212992.0,80000.0,,38.0,,2105.263158,4.0,2.0,,http://belgrano.properati.com.ar/yc1u_venta_departamentos_belgrano_balcon_lavadero_piscina_sum_vista_amenities_re-max-total-v,-34.56123,-58.465719
sell,apartment,|Argentina|Capital Federal|,"-34.5760976609,-58.4707613149",120000.0,USD,1819488.0,120000.0,50.0,44.0,2400.0,2727.272727,,2.0,,http://capital-federal.properati.com.ar/103bc_venta_departamentos_capital-federal_pino-virrey-del_4100_balcon_parrilla_piscina_toilette_luminoso_aire-acondicionado_marcela-paiosa-propiedades,-34.5760976609,-58.4707613149
sell,apartment,|Argentina|Capital Federal|Colegiales|,"-34.578295,-58.449588",122000.0,USD,1849812.8,122000.0,,,,,6.0,2.0,,http://colegiales.properati.com.ar/11991_venta_departamentos_colegiales_baulera_garage_amenities_estrenar_belgrano,-34.578295,-58.449588
